1;1;4;2;2.0;100;1;0
1;3;6;2;2.0304545339535167;99;1;1
2;0;3;2;2.0618365465453596;98;1;2
4;0;4;2;2.09417428370521;97;1;3
4;3;2;2;2.1274968515793757;97;1;4
5;0;2;2;2.161834242728283;95;1;5
7;1;4;2;2.19721736312181;94;1;6
7;3;4;1;2.233678059956743;92;1;7
8;0;6;1;2.2712491503214047;93;1;8
9;3;4;2;2.309964450733247;90;1;9
10;0;4;2;2.349858807576003;90;1;10
11;3;3;2;2.39096812846378;89;1;11
12;0;4;2;2.4333294145603404;88;1;12
13;3;4;3;2.4769807938826425;87;1;13
15;3;4;2;2.521961555618634;87;1;14
16;1;4;2;2.5683121854901687;85;1;15
16;2;4;2;2.6160744021928934;84;1;16
17;3;4;2;3.6652911949458864;83;1;17
18;3;4;3;2.7160068621848588;82;1;18
19;2;4;2;2.7682670514337353;81;1;19
19;1;4;2;2.822118800390509;80;1;20
21;2;4;2;2.877610579264343;79;1;21
22;0;4;2;2.9347923344020312;78;1;22
23;3;4;2;2.9937155332430825;77;1;23
24;1;4;2;3.0544332106438876;77;1;24
26;3;4;2;3.117000016612675;75;1;25
26;3;4;2;3.181472265498201;74;1;26
27;3;6;2;3.2479079866764713;73;1;27
29;1;4;2;3.3163669767810915;72;1;28
29;0;4;3;3.3869108535242765;71;1;29
30;1;4;2;5.45960311115695;70;1;30
31;1;4;2;3.5345091776178545;68;1;31
33;0;4;2;3.611696473423118;68;1;32
33;0;4;2;3.691234472349262;67;3;33
34;1;4;2;6.773194763964298;66;1;34
35;1;4;2;3.857651118063164;65;1;35
36;2;4;2;3.944679551065524;64;1;36
38;0;4;3;4.034358394435675;63;1;37
38;0;4;2;5.126768365186155;62;1;38
39;1;4;2;4.2219926385285;61;1;39
40;2;4;2;4.320116922736547;60;1;40
41;2;4;2;7.421229536289673;59;1;41
43;1;4;2;4.525421487365382;58;1;42
43;1;4;2;4.632786555752809;57;1;43
44;3;4;2;4.743421377260862;56;1;44
45;2;4;3;4.857425530696974;55;1;45
46;3;4;2;4.974901627494748;54;1;46
46;0;4;2;7.095955404071176;51;1;47
48;0;4;2;5.220695816996552;52;1;48
