0;2;4;2;2.0;99;1;0
1;1;4;2;2.0304545339535167;99;1;1
2;1;4;2;2.0618365465453596;97;1;2
3;2;4;2;5.09417428370521;97;1;3
4;3;4;2;2.1274968515793757;96;1;4
4;3;4;2;2.161834242728283;95;2;5
6;1;4;2;2.19721736312181;94;1;6
7;1;4;2;2.233678059956743;93;1;7
8;1;4;2;2.2712491503214047;92;1;8
8;2;4;2;2.309964450733247;91;1;9
9;0;4;2;2.349858807576003;90;1;10
10;2;4;2;2.39096812846378;89;1;11
12;0;2;2;2.4333294145603404;88;1;12
12;0;4;2;4.4769807938826425;87;1;13
15;3;4;2;2.521961555618634;86;1;14
15;2;4;2;2.5683121854901687;85;1;15
16;0;4;2;2.6160744021928934;84;1;16
17;2;4;2;2.6652911949458864;85;1;17
18;1;4;2;2.7160068621848588;82;1;18
19;3;4;3;2.7682670514337353;81;1;19
20;0;4;2;2.822118800390509;79;1;20
21;0;4;2;2.877610579264343;80;1;21
22;0;4;2;2.9347923344020312;78;1;22
23;0;4;1;2.9937155332430825;76;1;23
23;2;6;2;3.0544332106438876;76;1;24
25;3;2;2;3.117000016612675;75;1;25
26;1;4;2;0.18147226549820106;74;1;26
28;1;4;2;3.2479079866764713;73;1;27
28;0;5;2;3.3163669767810915;72;1;28
30;0;4;2;3.3869108535242765;71;1;29
30;0;4;2;3.4596031111569494;71;1;30
31;1;4;1;3.5345091776178545;71;1;31
33;0;5;2;3.611696473423118;68;1;32
33;3;4;2;5.691234472349262;65;1;33
34;3;4;2;3.7731947639642978;66;1;34
35;3;4;2;3.857651118063164;65;1;35
36;0;4;2;4.944679551065525;64;1;36
37;2;4;2;4.034358394435675;63;1;37
38;3;4;2;4.126768365186155;62;1;38
39;1;6;2;7.2219926385285;61;1;39
39;2;2;2;4.320116922736547;60;1;40
42;0;4;2;6.421229536289673;59;2;41
42;1;4;2;4.525421487365382;58;1;42
43;1;4;2;6.632786555752809;57;1;43
44;3;4;2;4.743421377260862;55;1;44
45;2;4;2;4.857425530696974;55;1;45
47;2;3;2;4.974901627494748;54;1;46
47;3;4;2;5.095955404071176;53;1;47
48;3;4;2;5.220695816996552;52;1;48
49;1;4;1;5.349235141062741;51;1;49
50;2;3;2;2.4816890703380645;50;1;50
51;1;4;2;5.618176822299781;49;1;51
52;0;4;2;5.758821245137854;48;1;52
53;1;4;2;5.903748928326621;47;1;53
55;0;2;2;6.053090316563867;46;1;54
55;1;4;2;6.206979827179849;45;1;55
56;0;4;2;6.3655559711219745;43;1;56
57;1;4;2;6.528961477624004;42;1;57
57;2;4;2;6.697343422671991;41;1;58
58;2;4;2;6.8708533613826015;41;1;59
60;0;4;2;7.049647464412945;40;1;60
61;0;4;2;7.233886658524717;39;1;61
61;0;4;2;7.423736771429133;37;1;62
62;3;4;2;7.619368681043077;37;1;63
64;1;4;2;7.8209584692907494;36;1;64
65;0;4;2;10.028687580589292;35;1;65
66;3;4;1;8.242742985161012;34;1;66
68;0;4;1;8.463317347319194;35;1;67
68;2;4;2;8.690609198878999;31;1;68
69;1;4;2;8.924823117849487;31;1;69
70;0;5;2;9.166169912567652;30;1;70
71;1;4;2;9.41486681144013;29;1;71
72;1;3;2;9.671137658463456;28;1;72
72;0;4;2;9.935213114698747;27;1;73
74;2;4;2;10.207330865882248;26;1;74
75;1;4;2;7.487735836358526;25;1;75
77;2;4;1;10.776680409528904;23;1;76
78;0;4;2;11.074424655013587;23;1;77
79;0;4;2;11.381236562731843;22;1;78
78;3;4;1;11.697392284111054;19;1;79
80;1;2;2;12.023176380641601;20;1;80
81;0;4;2;12.358882080001454;18;1;81
82;0;4;2;12.704811539980854;18;1;82
83;1;6;2;13.061276120444715;17;1;83
84;1;4;2;13.428596663577544;16;1;84
84;3;4;2;13.80710378266303;15;1;85
86;1;4;1;14.197138159658358;14;1;86
86;2;4;2;14.599050851830924;13;1;87
88;2;4;2;15.013203607733608;12;1;88
89;1;4;2;15.43996919280288;11;1;89
90;0;4;2;15.87973172487283;10;3;90
91;0;4;2;17.332887019907197;7;1;91
92;0;4;2;17.799842948260395;8;1;92
93;1;4;2;17.28101980178843;7;1;93
94;2;4;2;17.776850672139872;6;1;94
95;0;2;1;18.28778184056764;5;1;95
97;0;4;2;18.814273179612197;4;1;96
97;0;4;2;19.35679856701792;3;1;97
98;3;4;2;16.915846312255038;1;1;98
99;0;6;2;20.491919596031114;1;1;99
100;2;4;2;21.085536923187668;0;1;100
101;2;4;2;21.6972325893895;3;1;101
102;0;4;2;22.327557162026903;2;1;102
102;0;4;2;22.977077975763418;3;1;103
104;2;4;2;23.646379643175397;6;1;104
105;1;4;2;24.33606458094271;5;1;105
107;2;4;2;25.046753552064487;6;1;106
107;3;4;3;25.779086224587694;7;1;107
108;2;4;2;26.533721747351517;8;1;108
109;3;2;2;27.311339343265892;9;1;109
110;0;4;2;28.112638920657883;10;1;110
111;3;4;1;28.938341703236507;11;1;111
112;0;4;2;29.789190879242675;12;1;112
112;2;6;2;30.66595227036884;15;1;113
115;3;4;2;31.569415021050208;14;1;114
115;3;4;2;32.50039230874792;15;1;115
116;0;4;2;33.459722075863795;16;1;116
118;3;4;2;34.44826778394491;17;1;117
118;1;4;2;35.46691919085739;18;1;118
119;0;4;2;36.51659315162847;19;1;119
120;1;4;1;37.598234443677974;21;1;120
121;0;4;2;38.712816617181744;21;1;121
122;1;6;2;39.861342871332454;21;1;122
123;2;4;2;41.044846957286715;23;1;123
124;2;4;2;42.26439410861079;24;1;124
125;1;6;2;43.52108200006278;25;1;125
126;0;4;2;44.81604173557396;26;1;126
127;0;5;2;46.15043886631872;25;1;127
127;1;4;3;47.5254744397892;28;1;128
130;0;4;2;48.94238608081923;29;1;129
130;3;4;2;50.40244910553017;30;1;130
131;3;4;2;51.90697766920142;31;1;131
133;0;4;2;53.45732594909905;32;1;132
134;2;4;2;54.05488936332657;33;1;133
133;3;4;3;56.70110582679559;32;1;134
135;3;4;2;58.39745704544619;35;1;135
135;0;4;2;60.14546984988227;34;1;136
137;1;4;3;61.94671756962217;37;1;137
138;0;4;2;63.80282144920165;38;1;138
140;3;4;2;68.71545210740304;39;1;139
140;2;4;2;67.68633104092515;40;1;140
141;3;4;2;70.71723217384643;41;1;141
142;0;5;2;71.80998345427655;42;1;142
143;2;4;2;76.96646849963281;43;1;143
144;0;4;3;76.18862829202311;44;1;144
146;1;4;2;78.47846292526083;45;1;145
146;1;4;2;80.8380334050845;45;1;146
147;0;4;2;83.26946350420168;47;1;147
148;2;4;3;85.77494167382795;48;1;148
149;0;4;2;88.35672301344098;49;1;149
150;0;4;2;91.01713130052181;50;1;150
150;2;4;2;93.75856108211177;51;1;151
152;0;4;2;96.58347983006624;52;1;152
153;3;4;2;99.49443016194631;53;1;153
154;1;4;3;102.49403212954563;54;1;154
155;3;6;3;105.58498557711414;57;1;155
156;3;4;2;108.77007257140046;56;1;156
157;0;4;2;112.05215990569917;59;1;157
158;0;5;2;115.43420168015871;58;1;158
159;1;4;2;118.91924196067062;59;1;159
160;2;6;2;125.51041751873485;62;1;160
161;0;4;2;126.21096065476522;61;1;161
162;0;4;2;129.02420210737813;64;1;162
164;0;4;1;131.95357405128274;63;1;163
164;1;2;2;139.00261318646898;64;1;164
165;1;4;2;142.17496392147686;65;1;165
166;2;3;2;146.47438165360992;67;1;166
167;2;3;3;150.90473614904667;67;1;167
168;3;4;3;155.47001502589086;68;1;168
169;2;4;2;160.174327343297;69;1;169
170;3;4;2;165.0219072999017;70;1;170
171;1;4;2;170.01711804488718;71;1;171
172;2;4;2;175.16445560511082;72;1;172
173;0;4;2;180.4685529318323;73;1;173
174;1;4;2;185.9341840706834;74;1;174
175;1;4;2;191.56626845863;75;1;175
176;2;4;2;197.3698753517982;78;1;176
176;2;4;2;203.35022838814749;78;1;177
178;0;4;2;209.51271028909628;78;1;178
