3;0;4;2;2.0;1;0
2;0;4;2;2.0304545339535167;1;1
1;3;4;2;2.0618365465453596;1;2
0;3;4;2;2.09417428370521;1;3
1;3;4;2;2.1274968515793757;1;4
2;2;4;2;1.161834242728283;1;5
3;1;4;2;2.19721736312181;1;6
4;2;4;2;2.233678059956743;1;7
5;1;4;2;0.7287508496785953;1;8
6;1;2;2;2.309964450733247;1;9
7;2;4;2;2.349858807576003;1;10
8;0;4;2;2.39096812846378;1;11
9;0;6;3;2.4333294145603404;1;12
10;1;4;2;2.4769807938826425;1;13
12;0;4;1;2.521961555618634;1;14
12;0;5;2;2.5683121854901687;1;15
13;0;4;2;2.6160744021928934;1;16
14;2;4;3;0.3347088050541136;1;17
15;0;4;2;4.716006862184859;1;18
15;1;4;2;2.7682670514337353;1;19
17;3;4;2;2.822118800390509;1;20
18;1;4;2;2.877610579264343;1;21
19;3;4;2;2.9347923344020312;1;22
21;2;4;2;2.9937155332430825;1;23
21;2;4;2;3.0544332106438876;1;24
23;3;4;2;3.117000016612675;1;25
23;1;5;2;3.181472265498201;1;26
24;1;4;2;3.2479079866764713;1;27
24;3;4;2;3.3163669767810915;1;28
26;1;4;2;3.3869108535242765;1;29
27;2;4;2;3.4596031111569494;1;30
29;3;4;2;4.5345091776178545;1;31
29;2;4;2;3.611696473423118;1;32
30;1;4;2;3.691234472349262;1;33
31;0;4;2;0.7731947639642978;1;34
33;1;4;2;3.857651118063164;1;35
32;2;4;2;0.9446795510655241;3;36
34;0;4;2;4.034358394435675;1;37
35;2;4;2;4.126768365186155;1;38
36;2;4;2;4.2219926385285;1;39
37;3;4;2;4.320116922736547;1;40
38;0;4;2;4.421229536289673;1;41
38;0;4;1;4.525421487365382;1;42
39;3;5;2;4.632786555752809;1;43
41;0;4;2;4.743421377260862;1;44
42;2;4;2;4.857425530696974;1;45
43;0;4;2;4.974901627494748;2;46
43;1;4;2;5.095955404071176;1;47
45;0;4;2;5.220695816996552;1;48
46;1;4;3;5.349235141062741;1;49
47;3;4;2;5.4816890703380645;1;50
48;2;4;2;5.618176822299781;1;51
49;3;4;2;5.758821245137854;1;52
50;2;2;2;5.903748928326621;1;53
51;0;4;1;4.053090316563867;2;54
52;1;4;2;6.206979827179849;1;55
53;1;3;2;6.3655559711219745;1;56
54;2;4;2;6.528961477624004;1;57
54;3;4;2;6.697343422671991;1;58
55;3;4;2;6.8708533613826015;1;59
57;2;4;1;7.049647464412945;1;60
58;1;4;2;7.233886658524717;1;61
60;1;4;2;7.423736771429133;1;62
60;0;4;2;8.619368681043078;2;63
61;0;4;2;5.8209584692907494;1;64
62;1;4;2;8.028687580589292;1;65
62;1;4;2;8.242742985161012;1;66
65;1;4;2;8.463317347319194;1;67
65;2;4;2;8.690609198878999;1;68
66;3;4;2;6.924823117849487;1;69
67;3;4;2;9.166169912567652;1;70
68;1;4;2;9.41486681144013;1;71
70;1;4;2;9.671137658463456;1;72
70;3;4;2;9.935213114698747;1;73
70;1;4;2;10.207330865882248;1;74
72;0;4;2;13.487735836358526;1;75
73;0;4;1;10.776680409528904;1;76
74;0;6;2;11.074424655013587;1;77
75;1;4;1;11.381236562731843;1;78
76;1;4;2;11.697392284111054;3;79
78;0;4;2;14.023176380641601;1;80
78;0;6;2;12.358882080001454;1;81
78;1;4;2;12.704811539980854;1;82
80;3;4;2;12.061276120444715;2;83
80;1;4;2;13.428596663577544;3;84
82;0;6;2;13.80710378266303;1;85
83;3;3;2;14.197138159658358;1;86
84;3;3;2;14.599050851830924;1;87
85;0;4;2;15.013203607733608;1;88
86;2;4;2;15.43996919280288;1;89
86;0;4;2;15.87973172487283;1;90
87;1;4;2;16.332887019907197;1;91
89;1;2;1;16.799842948260395;1;92
90;2;4;2;19.28101980178843;1;93
91;1;4;2;17.776850672139872;1;94
92;3;4;2;18.28778184056764;1;95
94;2;4;2;18.814273179612197;1;96
93;2;4;2;19.35679856701792;1;97
95;3;4;2;19.915846312255038;1;98
96;0;3;2;18.491919596031114;1;99
